question,human_answer,HOS  without examples,HOS  base,HOS  fine-tuned,grade_without_examples,grade_base,grade_fine_tuned
"Hola, ¿son solo clases o se puede ir a entrenar por mi cuenta?",¡Hola! 😊 Muchas gracias por escribir a House of Spencer. Tenemos clases guiadas semi-personalizadas y personalizadas. Por el momento no ofrecemos el servicio de Open-Gym. 🏋️‍♀️ ¿Te gustaría venir a una de nuestras clases de prueba gratuita? Agenda aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24,"¡Hola! Soy House of Spencer. En nuestro centro ofrecemos clases semi personalizadas, pero no hay opción de entrenar por tu cuenta. Si tienes más preguntas, estaré encantado de ayudarte. 😊","¡Hola! 😊 En House of Spencer ofrecemos clases guiadas semi-personalizadas y personalizadas. Por el momento, no contamos con el servicio de Open-Gym. 🏋️\u200d♀️ ¿Te gustaría agendar una clase de prueba gratuita? 📲 ","Hola, ofrecemos clases semi personalizadas y entrenamiento por tu cuenta. 💪🔑 Durante nuestras clases guiadas de aproximadamente una hora y con un máximo de 6 personas puedes realizar tu trabajo personal además de tener acompañamiento profesional. Las clases están diseñadas para que puedas mejor tu biomecánica y evitar lesiones, y en caso de tener alguna lesión, el profesional te guiará y adaptará el entreno a tus necesidades. 🩹 Además, si necesitas asesoría o acompañamiento más personalizado nuestros profesores están disponibles para realizar sesiones de kinesiología y entrenamiento personal. ¿Te gustaría más información sobre nuestros horarios de clase?",4,5,3
"Hola, ¿son solo clases o se puede ir a entrenar por mi cuenta?",¡Hola! 😊 Muchas gracias por escribir a House of Spencer. Tenemos clases guiadas semi-personalizadas y personalizadas. Por el momento no ofrecemos el servicio de Open-Gym. 🏋️‍♀️ ¿Te gustaría venir a una de nuestras clases de prueba gratuita? Agenda aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24,"¡Hola! Soy House of Spencer. En nuestro centro ofrecemos clases semi personalizadas, pero no está disponible el uso independiente de las instalaciones. Si necesitas más información, aquí estoy para ayudarte.","¡Hola! 😊 En House of Spencer ofrecemos clases guiadas semi-personalizadas y personalizadas. Por el momento, no contamos con servicio de Open-Gym. 🏋️\u200d♀️ ¿Te gustaría agendar una clase de prueba gratuita? Aquí puedes hacerlo: 📲 https://boxmagic.cl/sp/HouseofSpencer24.","Hola, gracias por contactarnos. En House of Spencer ofrecemos clases semi-personalizadas de entrenamiento funcional. 🏋️\u200d♂️ Nuestros profes diseñan las sesiones del día y te acompañan a lograr tus objetivos. 💪 Cada sesión tiene una duración de 1 hora. 🚀 Actualmente no ofrecemos el servicio de autogestión. \n\n¿Te gustaría venir a una clase de prueba gratuita? Agenda aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24",4,5,5
¿Necesito una orden médica para tomar sesiones de kinesiología con ustedes?,"No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! Soy House of Spencer. No es necesario tener una orden médica para tomar sesiones de kinesiología, pero si la tienes, ¡puedes reembolsar las sesiones! Si tienes más preguntas, no dudes en preguntar. 😊","¡Hola! 😊 No necesitas una orden médica para entrenar con nosotros. Sin embargo, nuestras sesiones de kinesiología son reembolsables con orden médica. 📝 ¿Te gustaría saber más?","No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogos, todas nuestras sesiones son reembolsables con orden médica. Así que si tienes una orden médica, puedes reembolsar tus sesiones. ¿Te gustaría saber más?",4,4,4
¿Necesito una orden médica para tomar sesiones de kinesiología con ustedes?,"No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! Soy House of Spencer. Sí, necesitas una orden médica para que las sesiones de kinesiología sean reembolsables. ¿Te gustaría más información?","¡Hola! 😊 No necesitas una orden médica para entrenar con nosotros. Sin embargo, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogo, nuestras sesiones son reembolsables con orden médica. 📝 ¿Te gustaría más información?",3,5,4
¿Necesito una orden médica para tomar sesiones de kinesiología con ustedes?,"No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! Soy House of Spencer. No es necesario tener una orden médica para tomar sesiones de kinesiología, pero si la tienes, puedes reembolsar las sesiones. Si necesitas más información, no dudes en preguntar. 😊","¡Hola! 😊 No necesitas una orden médica para entrenar con nosotros. Sin embargo, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","No necesitas una orden médica para entrenar con nosotros. 📝 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. ¿Necesitas más información?",4,4,4
¿Necesito una orden médica para tomar sesiones de kinesiología con ustedes?,"No necesitas una orden médica para entrenar con nosotros. 🚑 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! Soy House of Spencer. No es necesario, pero si tienes una orden médica, puedes reembolsar las sesiones. Si tienes más preguntas, no dudes en preguntar. 😊","¡Hola! 😊 No necesitas una orden médica para entrenar con nosotros. Sin embargo, nuestras sesiones son reembolsables con orden médica. 📝 ¿Te gustaría saber más?","No necesitas una orden médica para entrenar con nosotros. 📝 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. ¿Necesitas algo más?",3,4,4
¿Qué tipo de centro es House of Spencer?,"¡Hola! Gracias por contactarnos. 😊 Tenemos un espacio de entrenamiento en Providencia para ayudarte en tus objetivos. 🏋️‍♀️ Nuestra función es enseñar movimiento y mejorar tu biomecánica. De esta forma evitamos posibles lesiones y te ayudamos a conseguir tus objetivos alineando todos los componentes del fitness, entrenamiento y nutrición. 🍏💪","¡Hola! Soy de House of Spencer. Somos un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento para evitar lesiones y mejorar la eficiencia física. Ofrecemos clases semi personalizadas, nutrición y masoterapia.",¡Hola! 😊 House of Spencer es un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento. Nuestro enfoque busca evitar lesiones y optimizar la eficiencia física. 💪 Ofrecemos clases semi personalizadas y servicios de nutrición y masoterapia. ¿Te gustaría más información?,¡Hola! 😊 House of Spencer es un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento. 🏋️\u200d♀️ Ofrecemos clases semi personalizadas y servicios de nutrición y masajes. 🥗💆\u200d♂️ ¿Necesitas más información?,4,4,4
¿Qué tipo de centro es House of Spencer?,"¡Hola! Gracias por contactarnos. 😊 Tenemos un espacio de entrenamiento en Providencia para ayudarte en tus objetivos. 🏋️‍♀️ Nuestra función es enseñar movimiento y mejorar tu biomecánica. De esta forma evitamos posibles lesiones y te ayudamos a conseguir tus objetivos alineando todos los componentes del fitness, entrenamiento y nutrición. 🍏💪","¡Hola! Soy House of Spencer, un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento para evitar lesiones y mejorar la eficiencia física. Ofrecemos sesiones semi personalizadas, además de servicios de nutrición deportiva y masoterapia. Si tienes dudas, ¡estoy aquí para ayudarte! 😊",¡Hola! 😊 House of Spencer es un centro de entrenamiento en Providencia dedicado a mejorar la biomecánica y enseñar movimiento. Nuestro enfoque ayuda a evitar lesiones y optimizar el rendimiento físico. 🏋️\u200d♀️ ¿Te gustaría más información sobre nuestros servicios?,"¡Hola! 😊 House of Spencer es un centro de entrenamiento y rehabilitación especializado que te ayuda a mejorar y optimizar tu movimiento, evitando lesiones y aumentando tu rendimiento. 🏋️\u200d♀️ Nuestro equipo está conformado por 6 kinesiólogos y una nutricionista, todos de la Universidad de Chile, lo que nos permite acompañarte en cada paso de tu entrenamiento funcional integral. 💪",4,5,4
¿Qué tipo de centro es House of Spencer?,"¡Hola! Gracias por contactarnos. 😊 Tenemos un espacio de entrenamiento en Providencia para ayudarte en tus objetivos. 🏋️‍♀️ Nuestra función es enseñar movimiento y mejorar tu biomecánica. De esta forma evitamos posibles lesiones y te ayudamos a conseguir tus objetivos alineando todos los componentes del fitness, entrenamiento y nutrición. 🍏💪","¡Hola! Soy de House of Spencer. Nuestro centro se especializa en mejorar la biomecánica y enseñar movimiento para evitar lesiones, ofreciendo clases de entrenamiento funcional, servicios de nutrición y masoterapia.","¡Hola! 😊 House of Spencer es un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento, ayudando a evitar lesiones y mejorar la eficiencia física. 🏋️\u200d♀️ ¡¿Puedo ayudarte con algo más?!",¡Hola! 😊 Somos un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento para evitar lesiones y mejorar la eficiencia física. 🏋️\u200d♂️ Please let me know how I can assist you today!,4,5,4
¿Qué tipo de centro es House of Spencer?,"¡Hola! Gracias por contactarnos. 😊 Tenemos un espacio de entrenamiento en Providencia para ayudarte en tus objetivos. 🏋️‍♀️ Nuestra función es enseñar movimiento y mejorar tu biomecánica. De esta forma evitamos posibles lesiones y te ayudamos a conseguir tus objetivos alineando todos los componentes del fitness, entrenamiento y nutrición. 🍏💪","¡Hola! Soy de House of Spencer. Somos un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento para evitar lesiones y mejorar la eficiencia física. Ofrecemos clases semi personalizadas, masoterapia y asesorías en nutrición. 🚀","¡Hola! 😊 House of Spencer es un centro de entrenamiento en Providencia especializado en mejorar la biomecánica y enseñar movimiento. 🏋️\u200d♀️ Ofrecemos clases semi personalizadas, servicios de nutrición y masoterapia para ayudarte a evitar lesiones y alcanzar tus objetivos. ¿En qué más puedo ayudarte?",¡Hola! 😊 Somos un centro de entrenamiento especializado en mejorar la biomecánica y enseñar movimiento para evitar lesiones y mejorar la eficiencia física. 🏋️\u200d♂️ Ofrecemos clases semi personalizadas y otros servicios para acompañarte en tu camino del deporte.,4,5,5
¿Quiénes son los profes que hacen clases AM?,"¡Hola! Durante las mañanas nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar los horarios, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. En las clases de la mañana, nuestros profesores son Nicolás Spencer, Vane Jenkin y Fabián Vega. Si necesitas más información, ¡estaré encantado de ayudarte!","¡Hola! 😊 Durante las mañanas, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 ¿Te gustaría saber más sobre ellos o nuestras clases?","Nuestros profes que suelen hacer clases en la mañana son Nicolás Spencer, Vane Jenkin, Rolo Flores y Fabián Vega. 🏋️\u200d♂️ ¿Te gustarían sus fichas de Instagram para que puedas seguirlos y enterarte de más contenidos?",3,5,3
¿Quiénes son los profes que hacen clases AM?,"¡Hola! Durante las mañanas nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar los horarios, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Nuestros profes que realizan clases en la mañana son: Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 😊 Durante las mañanas, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 Si necesitas más información, aquí estoy para ayudarte.","Nuestros profes que hacen clases AM son Nicolás Spencer, Vane Jenkin, Rolo Flores, Tomás Paulsen y Fabián Vega. 💪 Recuerda que nuestros profes están en constante disponibilidad y por lo tanto pueden también hacer clases durante las mañanas. Recuerda que en HOS trabajamos de manera semi personalizada, por lo que la mayoría de nuestros profes trabajan en las mañanas durante la semana y también en la mañana los sábados. Si necesitas el horario preciso de un profesor en particular, házmelo saber. 📅",4,5,4
¿Quiénes son los profes que hacen clases AM?,"¡Hola! Durante las mañanas nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar los horarios, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","Hola, soy House of Spencer. Nuestros profes para clases en la mañana son Nicolás Spencer, Vane Jenkin, Rolo Flores, y Fabián Vega. ¿Te gustaría saber más sobre sus especialidades?","¡Hola! 😊 Durante las mañanas, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🏋️\u200d♂️ ¡Si necesitas más información, aquí estoy!",Los profes que hacen clases AM son Nicolás Spencer y Vane Jenkin. 🔥 Recuerda que también nuestros profes están disponibles en la tarde para clases personalizadas.,4,4,3
¿Quiénes son los profes que hacen clases AM?,"¡Hola! Durante las mañanas nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar los horarios, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. En las clases de la mañana, trabajamos con Nicolás Spencer, Vane Jenkin y Rolo Flores. Si tienes más preguntas, házmelo saber. 😊","¡Hola! Durante las mañanas, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🔥 ¿Te gustaría agendar una clase de prueba gratuita? 📲","¡Hola! Nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. 🚀 Recuerda que todos nuestros profes pueden ser muy flexibles y pueden cambiar sus horarios según las necesidades de los alumnos. Por lo que en las mañanas a partir de las 07:00 hay muchas más opciones de clases disponibles. ",4,4,4
¿Quiénes son los profes que hacen clases PM?,"¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios y estos varían de acuerdo al día de la semana, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Nuestros profesores son:\n\n- Nicolás Spencer\n- Vane Jenkin\n- Rolo Flores\n- Tomás Paulsen\n- Fabián Vega\n\nSi necesitas más información, ¡avísame! 😊","¡Hola! 😊 Durante las tardes, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Si necesitas más información, no dudes en preguntar. ¡Estoy aquí para ayudarte!","Nuestros profes Nicolás Spencer, Vane Jenkin, Rolo Flores, Tomás Paulsen y Fabián Vega realizan clases en la tarde y noche en HOS. 🚀",4,5,4
¿Quiénes son los profes que hacen clases PM?,"¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios y estos varían de acuerdo al día de la semana, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Nuestros profes son: Nicolás Spencer, Vane Jenkin, Rolo Flores, Tomás Paulsen y Fabián Vega. Si necesitas más información sobre ellos, házmelo saber.","¡Hola! 😊 Durante las tardes, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Si necesitas más información, no dudes en preguntar.","Nuestros profes en PM son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. Cada uno tiene un estilo único y se adapta a las necesidades de los alumnos. 💪",4,4,4
¿Quiénes son los profes que hacen clases PM?,"¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios y estos varían de acuerdo al día de la semana, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Los profesores que imparten clases PM son: Vane Jenkin, Rolo Flores, Tomás Paulsen, y Fabián Vega. Si necesitas información adicional, no dudes en preguntar. 😊","¡Hola! 😊 Durante las tardes, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Si deseas más información, ¡aquí estoy para ayudarte!","¡Hola! Durante las tardes en HOS, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Tomás Paulsen. Recuerda que nuestros profes pueden ajustar sus horarios, pero aquí tienes sus claves. Las clases son de lunes a viernes a las 18:00, 19:00 y 20:00 y los sábados a las 10:00 y 11:00. 📅 Recuerda que todos nuestros profes son kinesiólogos y están capacitados para ayudar a cada uno de nuestros alumnos. Si necesitas más ayuda, no dudes en preguntar.",4,4,4
¿Quiénes son los profes que hacen clases PM?,"¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios y estos varían de acuerdo al día de la semana, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Actualmente, no tenemos una especificación particular para clases PM, pero nuestros profesores son kinesiólogos altamente capacitados. Puedes preguntar por cualquiera de ellos en tus clases. ¡Estamos aquí para ayudarte!","¡Hola! Durante las tardes, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Si necesitas más información, ¡pregunta sin problema! 😊","¡Hola! En las tardes tenemos a Nicolás Spencer, Vane Jenkin, Rolo Flores y Fabián Vega. 🔥 Todos nuestros profes son kinesiólogos y están capacitados para ayudar a nuestros alumnos a cumplir sus objetivos. Cuéntame si necesitas más información. 🏋️\u200d♂️",3,5,4
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/ con tarjeta de crédito o transferencia electrónica. Si necesitas más ayuda, ¡avísame! 😊","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?","Puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás realizar el pago y agendar tus clases fácilmente. Si necesitas ayuda con el proceso, no dudes en preguntar. 💪",5,4,5
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en el sitio web: https://auth.boxmagic.cl/. ¿Necesitas ayuda con algo más?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Si necesitas ayuda, aquí estoy.","💪 Puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 🚀 Una vez que descargues la app, busca nuestro centro y podrás gestionar tus clases fácilmente. 📲 Si tienes alguna pregunta durante el proceso, no dudes en preguntarme. Estoy aquí para ayudarte.",5,5,5
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar las clases de entrenamiento funcional a través de la app BoxMagic o en el sitio https://auth.boxmagic.cl/. Si necesitas más ayuda, ¡déjame saber! 💪🏼","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Si necesitas más ayuda, ¡aquí estoy!","¡Hola! 💪 Puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 📱 Una vez descargada, busca nuestro centro y podrás gestionar tus clases fácilmente. Si tienes alguna pregunta adicional, ¡estoy aquí para ayudarte!",5,5,4
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",¡Hola! Soy House of Spencer. Puedes pagar las clases de entrenamiento funcional a través de la app BoxMagic o en el sitio: https://auth.boxmagic.cl/. 😊,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?","Hola, puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 📲 Si aún no eres alumno, agenda tu clase de prueba gratuita en: https://boxmagic.cl/sp/HouseofSpencer24. ¿Necesitas ayuda con algo más?",5,4,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en las clases de entrenamiento funcional a través de la app BoxMagic o en este enlace: https://auth.boxmagic.cl/. También te ofrezco una clase de prueba gratuita en: https://boxmagic.cl/sp/HouseofSpencer24. ¡Te espero! 💪,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Busca nuestro centro y podrás agendar tus clases. Si tienes alguna duda, estoy aquí para ayudarte. 💪",¡Hola! 💪 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24 o descarga la app BoxMagic en https://auth.boxmagic.cl/. Ahí podrás agendar tus clases de entrenamiento funcional. 🏋️\u200d♀️ ¿Necesitas ayuda con algo más?,5,5,4
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en las clases de entrenamiento funcional a través de la app BoxMagic o en el siguiente enlace: https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos!,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. Allí podrás buscar nuestro centro y agendar tus clases. 🏋️\u200d♀️ Si necesitas ayuda, ¡dímelo!","¡Genial que te quieras unir! 🚀 Solo descarga la app BoxMagic o visita https://auth.boxmagic.cl/, busca nuestro centro y podrás agendar tus clases. También puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¿Puedo ayudarte en algo más?",5,5,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.","¡Hola! Soy House of Spencer. Para inscribirte en las clases de entrenamiento funcional, puedes agendar a través de la app BoxMagic o en https://auth.boxmagic.cl/. También puedes probar una clase gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos!","¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. Si tienes alguna duda, estoy aquí para ayudarte. ¡Éxito! 💪",¡Perfecto! 💪 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Luego puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 📅 ¿Necesitas ayuda con algo más?,5,4,4
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte a las clases de entrenamiento funcional a través de la app BoxMagic o en el siguiente enlace: https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos!,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases de entrenamiento funcional. Si necesitas ayuda, aquí estoy. 🏋️\u200d♂️","¡Genial! 💪 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. Luego, busca nuestro centro ""House of Spencer"" y agenda tus clases. También puedes agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Si necesitas ayuda con algo más, estoy aquí para ayudarte. 😊",5,5,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.","¡Hola! Soy House of Spencer. Para agendar una clase, puedes usar la app BoxMagic o visitar https://auth.boxmagic.cl/. También te ofrezco una clase de prueba gratuita. ¡Te espero! 🏋️\u200d♂️",¡Genial! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 ¿Necesitas más información?,"¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si tienes alguna pregunta, estoy aquí para ayudarte.",4,5,5
